subject_id,gender,height,weight,thigh_length,calf_length,torso_length,leg_length,neck_length,chest,waist,hip,thigh,calf,arm,shoulder,thigh_calf_ratio,torso_leg_ratio
M302,M,164.3,88.5,28.200000000000003,38.7,41.89999999999999,66.9,8.299999999999997,108.0,99.5,105.1,66.3,40.0,36.1,37.4,0.7286821705426357,0.6263079222720477
M309,M,160.8,57.1,26.699999999999996,38.699999999999996,44.2,65.39999999999999,7.000000000000014,82.4,74.7,88.9,50.7,32.4,27.6,35.0,0.689922480620155,0.6758409785932723
M332,M,166.2,79.2,30.1,39.6,46.0,69.7,5.199999999999989,101.6,92.0,94.5,95.4,39.1,32.6,39.4,0.76010101010101,0.6599713055954088
M336,M,161.0,62.5,29.099999999999994,38.8,1.9000000000000057,67.89999999999999,46.2,86.3,76.1,91.0,56.5,35.3,30.3,35.6,0.7499999999999999,0.027982326951399204
M346,M,169.29999999999998,83.4,27.400000000000006,42.5,45.2,69.9,11.199999999999974,102.1,97.2,100.2,54.6,39.0,34.4,42.8,0.6447058823529414,0.6466380543633763
M356,M,175.5,81.7,31.800000000000004,43.6,38.3,75.4,15.899999999999991,95.6,83.7,98.4,60.5,38.4,35.3,40.9,0.7293577981651377,0.5079575596816975
M360,M,167.3,105.6,24.199999999999996,40.6,42.5,64.8,10.099999999999994,113.4,116.5,109.5,64.1,44.5,37.2,40.7,0.5960591133004924,0.6558641975308642
M369,M,171.3,63.8,30.599999999999994,44.2,43.499999999999986,74.8,10.700000000000017,88.9,76.1,91.0,52.1,33.6,29.4,37.0,0.6923076923076922,0.5815508021390373
M385,M,154.9,57.2,26.60000000000001,35.8,43.8,62.400000000000006,7.6000000000000085,87.1,80.3,85.4,48.7,35.9,27.9,36.6,0.7430167597765366,0.7019230769230768
M404,M,170.2,83.7,29.099999999999994,40.0,49.2,69.1,8.699999999999989,101.8,91.2,101.2,60.2,41.2,33.6,40.1,0.7274999999999998,0.7120115774240232
M406,M,157.3,74.4,24.5,39.2,42.3,63.7,11.499999999999986,97.3,95.1,94.1,54.3,36.9,31.9,37.6,0.625,0.6640502354788068
M407,M,166.39999999999998,68.1,29.400000000000006,41.5,44.099999999999994,70.9,12.09999999999998,93.2,78.1,92.8,93.1,36.9,31.9,36.8,0.7084337349397591,0.622002820874471
M412,M,172.8,77.6,30.700000000000003,41.3,46.69999999999999,72.0,13.099999999999994,95.8,83.7,99.5,58.2,40.5,33.1,39.1,0.7433414043583536,0.6486111111111109
M417,M,149.7,59.0,25.699999999999996,35.9,43.099999999999994,61.599999999999994,5.3999999999999915,88.2,85.7,89.6,48.7,33.5,26.8,34.8,0.7158774373259053,0.6996753246753247
M419,M,167.4,68.7,26.200000000000003,42.5,40.900000000000006,68.7,10.900000000000006,93.7,84.6,87.9,48.7,36.9,29.2,40.8,0.6164705882352942,0.5953420669577876
M424,M,164.0,65.5,26.900000000000006,42.5,43.10000000000001,69.4,7.699999999999974,95.3,85.6,89.5,50.2,32.4,31.4,36.7,0.6329411764705883,0.6210374639769454
M454,M,156.9,54.0,29.0,39.0,39.5,68.0,9.300000000000011,79.8,71.7,85.7,48.4,33.2,28.0,35.5,0.7435897435897436,0.5808823529411765
M456,M,158.60000000000002,54.6,26.199999999999996,40.4,43.5,66.6,8.000000000000028,84.2,79.0,88.2,44.4,30.8,26.2,38.6,0.6485148514851484,0.6531531531531533
M460,M,171.39999999999998,65.6,29.799999999999997,43.0,41.3,72.8,12.899999999999991,92.7,81.8,92.3,48.0,35.6,27.6,41.1,0.6930232558139534,0.5673076923076923
M463,M,159.5,46.9,28.800000000000004,37.6,38.7,66.4,11.100000000000009,81.3,74.8,82.5,39.5,30.5,25.0,36.2,0.7659574468085107,0.5828313253012049
M465,M,156.4,66.7,24.5,38.699999999999996,42.599999999999994,63.199999999999996,6.900000000000006,93.1,89.7,91.6,49.8,34.8,29.1,35.5,0.6330749354005168,0.6740506329113923
M468,M,164.3,80.9,27.999999999999993,38.6,43.599999999999994,66.6,8.800000000000011,100.7,98.0,102.9,63.7,39.6,35.9,37.4,0.7253886010362692,0.6546546546546547
M470,M,168.0,56.0,34.3,42.2,39.099999999999994,76.5,10.799999999999997,84.3,69.7,83.2,47.6,32.9,28.5,38.2,0.8127962085308056,0.5111111111111111
M472,M,172.2,73.9,32.699999999999996,41.9,47.70000000000002,74.6,9.5,95.2,86.3,96.2,53.3,37.0,29.5,40.2,0.7804295942720763,0.6394101876675606
M476,M,161.4,65.9,31.099999999999994,38.0,45.599999999999994,69.1,8.400000000000006,92.4,83.6,89.8,53.4,35.5,30.2,37.5,0.8184210526315788,0.6599131693198264
M481,M,154.9,64.3,29.0,36.2,43.69999999999999,65.2,6.5,97.2,91.3,92.2,53.3,35.8,28.8,37.4,0.8011049723756906,0.6702453987730059
M497,M,153.4,63.9,25.300000000000004,38.6,39.19999999999999,63.900000000000006,6.400000000000006,90.3,87.0,95.6,54.0,35.0,29.9,37.5,0.6554404145077721,0.6134585289514864
