subject_id,gender,height_mm,weight_kg,shoulder_mm,chest_mm,waist_mm,hip_mm,jaw_height_mm,front_neck_height_mm,crotch_height_mm,knee_height_mm,ankle_height_mm,torso_shoulder_height_mm,pelvis_point_height_mm,leg_crotch_height_mm,leg_ankle_height_mm
8_SM_000224,F,1650,56.5,345.2,861.0,736,933,1405.8,1344.9,775.6,450.6,64.0,1324.0,895,759,64
8_SM_000225,F,1619,49.1,329.9,796.0,700,914,1382.8,1322.4,759.6,438.7,70.3,1309.0,870,741,63
8_SM_000226,F,1610,52.5,347.8,771.0,691,939,1371.1,1309.9,754.3,421.0,66.5,1277.0,853,721,65
8_SM_000227,F,1554,65.3,317.9,949.0,883,1005,1331.5,1270.9,691.6,395.1,64.3,1260.0,813,674,62
8_SM_000228,F,1610,51.5,346.6,837.0,766,965,1386.1,1322.4,754.0,441.9,67.4,1298.0,887,752,66
8_SM_000229,F,1553,60.1,332.1,919.0,750,984,1305.6,1264.9,716.2,406.1,76.2,1240.0,834,710,59
8_SM_000230,F,1644,58.1,328.9,824.0,800,957,1418.7,1331.0,772.6,445.0,68.2,1332.0,885,750,64
8_SM_000231,F,1582,40.2,334.6,703.0,611,840,1354.5,1285.4,743.2,408.7,60.6,1264.0,845,720,56
8_SM_000232,F,1618,60.3,357.1,880.0,797,966,1387.8,1313.2,742.1,427.6,57.3,1301.0,857,723,62
8_SM_000233,F,1563,42.8,341.0,752.0,640,851,1327.7,1267.7,727.7,412.6,64.0,1256.0,840,715,62
8_SM_000234,F,1707,61.5,352.0,826.0,734,991,1472.4,1396.6,745.9,425.6,59.7,1363.0,886,736,58
8_SM_000235,F,1621,72.1,363.9,963.0,878,1055,1375.8,1331.6,762.8,429.0,62.6,1310.0,869,738,63
8_SM_000236,F,1635,57.7,358.6,907.0,778,918,1388.1,1313.8,759.0,423.1,60.7,1289.0,856,732,59
8_SM_000237,F,1682,59.4,341.6,897.0,782,939,1443.1,1369.0,781.3,434.5,72.0,1372.0,911,764,69
8_SM_000238,F,1749,72.8,336.1,1001.0,860,1010,1506.3,1448.3,831.7,469.8,68.2,1442.0,960,807,66
8_SM_000239,F,1591,49.9,313.2,789.0,657,889,1362.2,1305.2,718.1,409.4,63.8,1298.0,830,701,66
8_SM_000240,F,1540,50.4,318.5,824.0,679,925,1306.9,1242.6,702.6,399.6,64.4,1238.0,816,672,61
8_SM_000241,F,1666,51.3,339.3,775.0,735,910,1423.0,1355.9,768.9,430.5,62.7,1333.0,902,763,62
8_SM_000242,F,1665,54.2,329.2,801.0,679,930,1419.2,1352.5,773.6,437.7,63.4,1330.0,876,753,62
8_SM_000243,F,1631,58.1,344.2,883.0,789,913,1395.7,1337.7,741.7,429.7,71.2,1331.0,862,729,65
8_SM_000244,F,1663,62.0,348.0,874.0,748,950,1425.9,1371.2,786.5,450.4,64.0,1369.0,908,773,64
8_SM_000245,F,1612,61.6,342.7,889.0,778,1010,1370.2,1314.2,715.0,425.9,66.2,1290.0,859,697,63
8_SM_000246,F,1607,56.7,319.0,923.0,824,922,1373.6,1303.2,728.0,407.6,62.1,1318.0,852,715,59
8_SM_000247,F,1635,55.5,347.6,838.0,710,938,1405.4,1342.8,764.6,443.6,63.0,1308.0,892,745,63
8_SM_000248,F,1560,49.6,339.3,792.0,686,906,1325.3,1248.1,720.0,392.8,57.1,1225.0,829,700,58
8_SM_000249,F,1634,48.8,332.9,784.0,697,892,1387.6,1320.3,760.2,423.9,61.9,1318.0,895,751,64
8_SM_000250,F,1611,49.9,344.4,815.0,721,880,1370.4,1315.7,742.8,418.4,68.4,1301.0,883,732,65
8_SM_000251,F,1605,45.7,326.5,772.0,648,872,1370.5,1303.2,731.8,406.6,62.5,1292.0,845,724,60
8_SM_000252,F,1633,52.8,334.9,817.0,687,944,1397.7,1317.7,745.3,406.9,52.8,1318.0,863,726,58
8_SM_000253,F,1544,60.8,289.3,899.0,890,1026,1322.9,1260.9,720.4,428.1,63.6,1294.0,848,718,62
8_SM_000254,F,1542,48.7,324.6,842.0,704,880,1310.0,1251.7,723.1,395.3,60.5,1237.0,809,690,55
8_SM_000255,F,1630,50.8,344.2,780.0,695,927,1391.4,1325.7,748.6,421.6,59.5,1302.0,870,735,58
8_SM_000256,F,1628,54.3,322.5,808.0,725,946,1383.7,1319.0,739.7,413.8,65.9,1305.0,880,736,62
8_SM_000257,F,1567,55.8,313.1,835.0,780,955,1334.9,1277.7,742.5,414.9,63.4,1275.0,843,715,63
8_SM_000258,F,1579,52.7,324.0,834.0,705,919,1332.8,1297.9,755.0,435.4,68.3,1287.0,883,756,69
8_SM_000259,F,1724,82.7,364.4,1010.0,973,1110,1471.4,1423.4,801.9,462.1,72.0,1410.0,951,799,68
8_SM_000260,F,1552,50.1,334.6,841.0,667,913,1326.2,1268.7,722.2,407.6,68.7,1258.0,837,707,67
8_SM_000261,F,1609,50.2,301.9,819.0,687,913,1369.7,1312.8,750.9,424.8,65.5,1298.0,877,744,63
8_SM_000262,F,1609,64.6,,958.0,899,1027,,,,,,1312.0,844,712,61
8_SM_000263,F,1603,59.9,332.1,855.0,830,983,1374.8,1312.3,722.8,411.8,58.8,1305.0,846,715,62
8_SM_000264,F,1559,65.6,329.4,965.0,878,1006,1321.8,1258.3,683.7,393.9,57.0,1245.0,819,672,60
8_SM_000265,F,1669,52.5,305.2,747.0,696,954,1413.1,1351.9,770.9,430.2,63.3,1345.0,884,757,63
8_SM_000266,F,1583,52.4,339.9,793.0,743,926,1358.3,1287.9,746.3,428.0,64.1,1265.0,856,736,61
8_SM_000267,F,1714,63.8,364.5,852.0,775,1022,1471.4,1403.8,792.2,444.9,66.6,1389.0,932,790,64
8_SM_000268,F,1650,57.4,355.8,873.0,728,952,1410.6,1343.8,769.5,440.5,62.6,1319.0,902,749,63
8_SM_000269,F,1635,72.7,344.1,1046.0,928,1030,1408.7,1337.2,728.6,425.4,66.7,1322.0,871,726,66
8_SM_000270,F,1682,66.1,369.4,898.0,795,1031,1434.0,1386.1,791.5,459.8,75.8,1363.0,905,778,69
8_SM_000271,F,1549,49.0,322.7,850.0,687,892,1322.3,1263.4,706.2,415.3,62.5,1253.0,843,701,59
8_SM_000272,F,1545,41.2,320.8,758.0,648,824,1309.2,1246.6,720.9,416.0,66.5,1218.0,832,705,61
8_SM_000273,F,1645,47.8,334.0,750.0,697,886,1421.1,1349.2,780.4,440.5,67.88,1338.0,905,772,65
8_SM_000274,F,1609,53.0,346.1,791.0,738,960,1381.3,1303.2,748.9,416.8,67.4,1289.0,864,724,63
8_SM_000275,F,1621,75.7,349.3,983.0,950,1060,1383.7,1311.2,734.9,413.6,71.1,1305.0,855,719,69
8_SM_000276,F,1587,49.4,335.9,842.0,737,887,1357.4,1281.6,714.8,399.1,66.1,1268.0,817,694,60
8_SM_000277,F,1589,44.8,322.3,799.0,740,827,1369.8,1285.9,737.5,425.6,65.3,1299.0,856,733,62
8_SM_000278,F,1657,59.2,349.4,884.0,796,965,1412.5,1354.0,773.3,430.0,65.4,1327.0,874,749,60
8_SM_000279,F,1553,45.7,319.8,799.0,700,871,1321.5,1247.1,709.0,401.3,60.6,1234.0,825,699,61
8_SM_000280,F,1671,54.6,337.6,800.0,717,944,1427.1,1364.2,766.4,445.3,63.9,1342.0,897,746,63
8_SM_000281,F,1609,58.3,321.7,905.0,759,963,1378.0,1317.1,722.5,410.8,62.7,1297.0,848,708,58
8_SM_000282,F,1506,63.6,311.0,965.0,848,985,1272.8,1232.3,690.5,387.9,55.6,1236.0,801,678,55
8_SM_000283,F,1631,78.9,354.3,979.0,1033,1130,1397.6,1334.3,731.9,418.8,62.7,1301.0,839,721,66
8_SM_000284,F,1678,60.1,338.2,837.0,835,960,1450.6,1392.6,807.5,454.1,69.0,1373.0,931,797,68
8_SM_000285,F,1717,67.9,334.8,925.0,842,990,1477.2,1405.7,806.2,460.2,70.1,1410.0,924,784,68
8_SM_000286,F,1599,55.1,370.0,872.0,755,918,1380.8,1323.3,742.1,428.4,62.7,1325.0,871,730,60
8_SM_000287,F,1650,64.4,347.4,944.0,848,1034,1408.2,1358.8,803.9,471.9,72.5,1351.0,938,792,66
8_SM_000288,F,1595,70.4,347.7,1003.0,890,1009,1358.7,1291.8,720.5,419.4,65.7,1292.0,841,710,62
8_SM_000289,F,1591,85.3,341.5,1100.0,1030,1118,1360.6,1308.8,719.5,420.6,56.6,1286.0,837,719,57
8_SM_000290,F,1552,43.9,314.5,789.0,717,856,1323.3,1254.1,733.0,429.4,62.9,1247.0,835,721,61
8_SM_000291,F,1568,77.8,302.4,1037.0,911,1058,1318.6,1273.9,694.9,401.0,69.7,1281.0,791,689,69
8_SM_000292,F,1678,66.0,338.7,941.0,850,950,1440.3,1377.9,770.7,447.1,67.19,1354.0,892,765,63
8_SM_000293,F,1569,73.2,334.2,1037.0,954,1033,1326.2,1276.4,698.4,392.3,63.1,1280.0,798,688,64
8_SM_000294,F,1604,48.6,331.1,810.0,695,871,1369.4,1308.5,750.9,420.3,58.7,1279.0,855,737,59
8_SM_000295,F,1630,56.3,335.5,866.0,768,921,1395.5,1331.1,764.8,430.0,68.0,1305.0,878,755,65
8_SM_000296,F,1673,57.1,342.3,809.0,750,956,1424.5,1357.8,794.1,449.1,69.6,1346.0,926,782,68
8_SM_000297,F,1600,52.3,349.9,859.0,774,910,1372.8,1309.2,738.5,419.6,65.4,1291.0,861,723,62
8_SM_000298,F,1533,55.0,359.6,870.0,765,919,1303.2,1249.0,714.0,392.9,52.6,1229.0,827,697,53
8_SM_000299,F,1633,55.7,316.3,856.0,778,939,1395.7,1333.8,770.7,427.2,67.2,1321.0,898,753,64
8_SM_000300,F,1549,54.7,312.6,847.0,794,965,1329.6,1267.7,736.6,411.2,64.6,1256.0,847,705,62
8_SM_000301,F,1605,65.0,316.3,934.0,886,988,1364.0,1314.9,703.5,416.2,66.8,1293.0,845,699,68
8_SM_000302,F,1678,68.8,344.2,948.0,940,1030,1436.9,1364.5,782.3,443.8,69.1,1362.0,906,778,68
8_SM_000303,F,1642,63.1,336.1,875.0,826,975,1398.6,1334.3,733.0,429.5,67.6,1319.0,870,722,68
8_SM_000304,F,1485,50.3,332.8,875.0,717,915,1264.3,1200.8,704.1,389.6,65.7,1177.0,810,677,64
8_SM_000305,F,1691,56.6,353.5,838.0,765,969,1464.7,1374.1,779.7,437.7,72.0,1366.0,905,762,71
8_SM_000306,F,1708,50.6,353.4,814.0,698,930,1459.3,1396.9,833.9,469.7,72.2,1383.0,958,823,71
8_SM_000307,F,1605,75.0,356.8,1019.0,955,1023,1353.1,1310.7,714.3,419.0,74.1,1275.0,854,710,73
8_SM_000308,F,1618,50.6,346.4,781.0,722,956,1389.9,1304.7,740.2,418.8,66.7,1297.0,866,725,65
8_SM_000309,F,1603,61.7,333.3,893.0,815,980,1362.5,1304.4,732.3,410.6,70.7,1286.0,862,717,64
8_SM_000310,F,1601,53.2,348.2,820.0,731,937,1386.1,1315.4,743.9,414.2,63.1,1293.0,863,727,60
8_SM_000311,F,1612,46.0,314.7,751.0,661,844,1382.0,1327.0,736.9,417.7,63.5,1293.0,863,727,59
8_SM_000312,F,1726,80.9,370.9,936.0,927,1125,1469.1,1398.3,776.0,452.3,67.8,1388.0,938,765,65
8_SM_000313,F,1584,61.7,317.6,935.0,840,943,1351.2,1298.7,733.8,402.8,69.6,1273.0,840,704,64
8_SM_000314,F,1652,51.9,337.1,776.0,654,917,1410.9,1357.6,755.3,427.8,60.2,1331.0,881,743,58
8_SM_000315,F,1699,60.2,351.3,849.0,764,948,1455.6,1406.0,804.3,455.9,67.5,1388.0,941,791,65
8_SM_000316,F,1627,51.0,326.5,801.0,719,927,1398.2,1328.4,741.4,428.6,64.3,1309.0,871,734,63
8_SM_000317,F,1598,63.4,343.8,880.0,770,995,1368.4,1300.5,718.7,410.5,70.9,1276.0,839,715,66
8_SM_000318,F,1691,53.7,342.8,803.0,709,913,1438.9,1376.0,794.8,456.8,73.1,1368.0,917,774,72
8_SM_000319,F,1550,48.0,344.5,794.0,700,888,1309.6,1263.5,718.9,404.7,62.7,1227.0,840,707,60
8_SM_000320,F,1558,62.1,333.4,920.0,867,1008,1331.3,1278.6,694.3,406.0,67.7,1248.0,824,692,62
8_SM_000321,F,1556,62.8,336.2,932.0,890,990,1316.3,1275.3,716.7,392.8,62.5,1252.0,828,702,59
8_SM_000322,F,1628,57.5,327.9,855.0,763,949,1389.4,1326.0,759.5,433.9,68.5,1323.0,878,751,69
8_SM_000323,F,1619,60.3,326.1,837.0,815,1004,1392.5,1330.4,784.5,461.4,69.5,1327.0,895,772,64
8_SM_000324,F,1590,55.1,322.3,820.0,810,938,1347.6,1293.7,721.5,411.2,60.2,1275.0,838,709,58
8_SM_000325,F,1502,47.9,308.2,834.0,747,886,1269.7,1210.0,700.5,382.4,62.1,1204.0,784,664,60
8_SM_000326,F,1637,67.6,348.5,982.0,863,999,1375.3,1321.8,749.0,432.9,66.7,1306.0,890,737,66
8_SM_000327,F,1676,52.7,346.0,807.0,695,910,1431.2,1362.1,781.9,442.2,67.5,1342.0,924,773,66
8_SM_000328,F,1565,73.0,329.4,1099.0,995,1000,1330.5,1273.9,677.3,394.2,65.1,1273.0,795,678,66
8_SM_000329,F,1663,60.1,365.6,881.0,774,973,1426.0,1372.2,788.9,457.4,65.2,1341.0,920,780,62
8_SM_000330,F,1663,51.7,338.7,775.0,664,920,1425.3,1351.5,749.2,426.6,63.7,1329.0,873,737,60
8_SM_000331,F,1542,52.8,320.0,825.0,760,929,1312.6,1258.6,712.7,411.8,72.2,1239.0,816,690,67
8_SM_000332,F,1642,54.6,324.6,815.0,717,934,1396.2,1349.4,756.9,430.5,63.7,1335.0,881,742,58
8_SM_000333,F,1717,66.6,376.6,895.0,793,973,1473.7,1402.7,818.4,445.8,66.3,1394.0,929,788,66
8_SM_000334,F,1702,64.5,346.9,882.0,790,1030,1454.9,1383.2,780.5,438.5,66.9,1372.0,902,773,65
8_SM_000335,F,1706,71.7,349.6,923.0,912,1039,1462.4,1392.9,804.9,461.9,73.6,1373.0,934,791,66
8_SM_000336,F,1770,76.3,370.1,899.0,905,1031,1512.7,1454.1,833.7,466.1,77.0,1434.0,966,819,76
8_SM_000337,F,1588,58.3,324.5,894.0,786,960,1350.8,1307.7,725.8,414.5,66.8,1313.0,850,710,65
8_SM_000338,F,1623,53.7,324.4,786.0,719,930,1384.8,1335.4,757.4,430.6,66.9,1311.0,879,745,63
8_SM_000339,F,1589,59.0,334.4,912.0,819,958,1362.6,1305.7,725.1,414.2,68.5,1289.0,855,716,66
8_SM_000340,F,1734,64.1,353.9,897.0,805,987,1490.4,1416.4,823.5,497.3,72.2,1423.0,973,814,71
8_SM_000341,F,1575,60.5,328.3,944.0,804,972,1355.0,1305.7,729.2,420.1,67.2,1299.0,858,714,64
8_SM_000342,F,1631,59.2,333.1,912.0,830,980,1401.2,1337.0,763.2,429.9,64.1,1326.0,891,746,61
8_SM_000343,F,1678,59.1,315.4,820.0,735,964,1441.1,1355.1,782.8,439.7,65.1,1334.0,908,763,64
8_SM_000344,F,1634,58.9,357.8,831.0,777,970,1403.5,1343.0,771.1,446.3,67.8,1317.0,897,765,65
8_SM_000345,F,1575,54.5,310.8,820.0,740,964,1330.7,1270.7,712.2,417.7,63.7,1263.0,836,703,61
8_SM_000346,F,1557,51.4,347.9,849.0,780,892,1304.8,1251.8,717.6,403.6,66.8,1238.0,834,693,62
8_SM_000347,F,1554,49.6,324.8,830.0,756,897,1328.4,1270.3,690.2,393.8,67.4,1268.0,803,685,64
8_SM_000348,F,1485,48.6,333.4,868.0,760,936,1266.0,1207.4,654.3,379.9,65.0,1195.0,800,643,61
8_SM_000349,F,1547,57.3,329.3,841.0,791,988,1317.3,1252.8,716.8,393.9,62.7,1243.0,818,694,58
8_SM_000350,F,1589,51.2,302.5,803.0,767,903,1352.2,1300.1,749.3,429.8,71.5,1288.0,853,732,68
8_SM_000351,F,1569,47.0,299.4,805.0,705,861,1337.2,1262.3,695.1,406.7,63.2,1260.0,815,680,61
8_SM_000352,F,1603,47.0,327.0,805.0,638,861,1362.5,1313.5,730.2,421.2,65.7,1305.0,850,722,64
8_SM_000353,F,1544,43.8,316.7,823.0,710,835,1306.7,1256.2,720.1,412.4,71.0,1242.0,837,710,68
8_SM_000354,F,1626,56.6,341.9,875.0,715,940,1383.7,1323.2,712.3,405.8,63.4,1307.0,834,699,63
8_SM_000355,F,1673,68.1,340.3,967.0,815,1037,1423.3,1358.6,769.5,432.2,66.2,1343.0,899,756,63
8_SM_000356,F,1594,48.0,318.8,761.0,692,877,1358.8,1307.8,749.4,423.1,65.8,1297.0,878,743,65
8_SM_000357,F,1623,53.7,343.1,886.0,706,929,1392.7,1332.1,778.8,431.2,66.5,1319.0,878,747,66
8_SM_000358,F,1672,56.5,363.1,918.0,775,912,1428.4,1351.8,778.1,452.5,69.2,1337.0,932,770,66
8_SM_000359,F,1659,53.6,342.7,815.0,700,922,1424.0,1347.9,771.9,453.6,70.4,1344.0,895,761,68
8_SM_000360,F,1587,67.8,347.8,968.0,840,1011,1355.6,1311.7,740.1,431.7,72.7,1293.0,882,727,69
8_SM_000361,F,1631,57.8,345.0,893.0,734,903,1394.2,1326.7,741.4,421.4,71.2,1317.0,868,728,67
8_SM_000362,F,1745,80.8,331.1,945.0,847,1052,1509.2,1446.8,802.5,466.8,78.1,1441.0,943,792,78
8_SM_000363,F,1617,69.5,326.0,977.0,908,1062,1366.3,1311.6,799.9,441.6,62.1,1309.0,891,765,60
8_SM_000364,F,1566,46.4,323.7,773.0,650,894,1328.7,1271.5,730.5,421.0,65.0,1237.0,860,717,62
8_SM_000365,F,1545,57.6,316.3,892.0,801,959,1320.0,1263.2,712.5,402.1,61.8,1258.0,823,705,58
8_SM_000366,F,1564,48.2,326.9,810.0,688,880,1331.1,1265.7,680.5,402.3,61.3,1241.0,827,668,59
8_SM_000367,F,1561,62.2,335.5,992.0,886,940,1343.8,1298.6,749.0,420.8,69.5,1275.0,830,711,66
8_SM_000368,F,1584,54.0,362.4,830.0,742,909,1373.1,1305.3,752.8,433.6,63.8,1293.0,874,744,59
8_SM_000369,F,1592,57.8,348.2,884.0,802,943,1335.3,1292.3,720.8,418.8,64.3,1263.0,841,695,60
8_SM_000370,F,1701,82.0,363.0,1023.0,951,1129,1463.5,1398.9,782.3,452.7,69.8,1387.0,905,775,68
8_SM_000371,F,1650,56.5,348.1,847.0,787,950,1425.6,1360.3,766.0,441.7,65.1,1352.0,900,754,61
8_SM_000372,F,1641,63.1,344.3,923.0,808,986,1398.5,1339.6,733.7,429.7,70.4,1330.0,858,715,67
8_SM_000373,F,1604,57.9,331.1,825.0,712,997,1366.3,1301.9,728.7,416.2,71.2,1302.0,849,719,68
8_SM_000374,F,1578,59.9,336.7,882.0,811,1010,1335.3,1273.6,695.4,403.6,66.1,1258.0,823,687,62
8_SM_000375,F,1611,60.8,348.0,855.0,732,1000,1379.5,1307.9,738.6,409.2,64.7,1289.0,860,721,61
8_SM_000376,F,1600,45.2,324.2,732.0,672,856,1374.4,1318.7,754.8,435.6,69.5,1286.0,877,736,68
8_SM_000377,F,1500,56.2,307.2,905.0,742,922,1251.1,1202.6,641.7,371.3,59.7,1203.0,770,640,55
8_SM_000378,F,1602,58.5,336.2,886.0,766,982,1363.3,1311.5,741.8,424.6,62.2,1295.0,865,727,59
8_SM_000379,F,1573,54.7,330.9,859.0,734,945,1344.8,1284.1,756.8,429.8,70.4,1268.0,862,713,66
8_SM_000380,F,1627,52.4,353.7,800.0,740,907,1395.6,1336.5,771.8,439.5,65.0,1327.0,896,754,63
8_SM_000381,F,1507,47.8,318.3,773.0,710,900,1281.7,1227.6,670.5,375.4,67.3,1217.0,790,649,65
8_SM_000382,F,1528,55.6,328.7,834.0,834,954,1313.2,1244.5,713.2,393.6,61.9,1237.0,812,684,58
8_SM_000383,F,1594,62.3,331.3,940.0,847,970,1358.8,1299.5,759.0,435.7,66.1,1305.0,877,732,62
8_SM_000384,F,1604,53.0,323.8,860.0,717,921,1373.5,1319.8,774.7,434.8,65.4,1309.0,883,750,63
8_SM_000385,F,1529,44.3,295.5,750.0,623,890,1315.4,1255.5,710.8,399.5,65.1,1247.0,805,693,63
8_SM_000386,F,1628,58.4,342.4,854.0,750,988,1385.3,1323.2,734.1,424.1,64.0,1301.0,856,725,62
8_SM_000387,F,1669,58.8,342.8,869.0,765,948,1431.8,1368.8,775.7,430.8,67.4,1362.0,886,757,68
8_SM_000388,F,1598,69.1,331.7,988.0,899,1020,1351.6,1310.0,736.5,431.0,66.0,1299.0,859,719,64
8_SM_000389,F,1563,43.2,340.8,749.0,620,834,1341.4,1278.3,735.0,409.6,64.2,1253.0,843,713,59
8_SM_000390,F,1677,56.5,347.8,835.0,750,939,1442.9,1371.0,788.0,453.4,64.8,1356.0,913,779,62
8_SM_000391,F,1655,58.2,343.1,853.0,747,978,1404.2,1348.6,750.0,414.9,73.1,1346.0,868,741,73
8_SM_000392,F,1573,57.8,331.0,848.0,720,951,1333.8,1280.3,702.1,406.8,62.3,1261.0,823,694,62
8_SM_000393,F,1650,65.2,317.2,909.0,895,1015,1416.7,1355.9,735.6,435.8,70.7,1347.0,895,732,67
8_SM_000394,F,1591,54.7,364.5,886.0,777,890,1352.3,1291.2,698.4,407.6,63.6,1280.0,824,695,60
8_SM_000395,F,1635,50.7,331.0,791.0,779,924,1390.9,1327.2,737.1,431.8,68.3,1307.0,863,732,67
8_SM_000396,F,1850,71.2,374.2,863.0,785,1052,1609.6,1523.2,845.1,487.5,75.0,1496.0,966,829,74
8_SM_000397,F,1627,52.0,308.1,820.0,683,895,1404.7,1338.1,761.3,428.9,68.4,1324.0,876,748,66
8_SM_000398,F,1669,51.6,330.4,788.0,667,947,1441.5,1367.4,772.3,446.0,69.2,1353.0,901,758,68
8_SM_000399,F,1564,53.4,314.7,826.0,700,925,1336.6,1270.2,705.8,400.1,65.6,1253.0,828,680,63
8_SM_000400,F,1622,58.3,337.6,854.0,788,940,1384.8,1320.2,778.2,437.1,63.6,1288.0,898,773,63
8_SM_000401,F,1612,73.4,319.2,1069.0,974,966,1378.9,1324.5,754.1,424.9,66.3,1317.0,884,752,65
8_SM_000402,F,1615,50.5,334.0,761.0,750,950,1394.3,1324.7,757.8,424.5,63.7,1301.0,888,745,63
8_SM_000403,F,1557,87.4,361.7,1138.0,1122,1192,1328.5,1278.5,686.1,406.6,57.4,1273.0,816,682,62
8_SM_000404,F,1666,57.7,334.1,863.0,820,957,1443.8,1374.6,781.7,450.6,72.9,1353.0,906,767,68
8_SM_000405,F,1659,66.6,336.5,899.0,844,1025,1406.9,1348.9,762.3,435.0,71.6,1341.0,870,743,68
8_SM_000406,F,1651,60.2,339.3,886.0,755,999,1426.5,1356.0,736.0,430.4,67.6,1335.0,874,730,66
8_SM_000407,F,1606,55.7,318.5,842.0,812,972,1374.6,1305.5,751.6,434.1,64.4,1297.0,858,742,64
8_SM_000408,F,1633,71.1,349.5,967.0,915,1016,1406.5,1334.6,749.5,426.0,63.0,1313.0,855,737,61
8_SM_000409,F,1599,55.6,314.1,873.0,766,913,1367.9,1304.7,727.8,419.1,64.1,1301.0,838,717,61
8_SM_000410,F,1642,57.5,327.5,842.0,685,985,1410.0,1342.9,755.3,421.0,70.2,1328.0,874,737,68
8_SM_000411,F,1558,76.5,,944.0,980,1096,,,,,,1287.0,861,704,73
8_SM_000412,F,1547,45.1,322.7,748.0,639,871,1323.1,1265.1,720.3,407.4,53.4,1251.0,849,712,53
8_SM_000413,F,1647,58.8,335.6,849.0,765,947,1403.3,1327.2,728.4,415.7,64.4,1316.0,846,713,60
8_SM_000414,F,1667,57.0,339.7,847.0,773,957,1427.8,1375.1,752.3,428.6,71.0,1354.0,875,735,67
8_SM_000415,F,1664,53.5,339.2,818.0,750,953,1419.1,1357.8,778.2,448.2,71.6,1342.0,918,777,68
8_SM_000416,F,1650,71.3,334.9,959.0,855,1002,1414.5,1357.8,744.8,436.2,68.8,1354.0,885,742,65
8_SM_000417,F,1618,58.1,343.4,853.0,799,978,1393.4,1323.7,761.4,430.0,62.9,1329.0,867,743,62
8_SM_000418,F,1534,50.9,312.9,864.0,773,881,1317.4,1252.4,715.3,401.8,68.4,1236.0,828,700,66
8_SM_000419,F,1585,47.0,319.8,775.0,669,877,1349.3,1289.3,752.5,416.3,61.1,1273.0,862,730,58
8_SM_000420,F,1596,51.0,335.5,832.0,672,918,1373.5,1309.3,731.0,424.5,64.4,1297.0,847,718,64
8_SM_000421,F,1605,54.2,335.3,860.0,788,917,1373.0,1306.1,730.4,422.9,61.4,1303.0,866,728,62
8_SM_000422,F,1600,65.2,334.3,965.0,866,941,1361.7,1298.7,699.1,410.3,63.1,1293.0,825,691,60
8_SM_000423,F,1549,47.6,319.3,761.0,661,926,1324.7,1256.1,692.9,382.9,62.0,1230.0,786,660,59
8_SM_000424,F,1668,53.4,339.0,765.0,665,901,1433.8,1370.9,745.7,440.8,67.3,1343.0,871,730,65
8_SM_000425,F,1565,51.8,324.5,825.0,755,916,1313.7,1260.2,724.0,422.0,65.7,1270.0,849,712,63
8_SM_000426,F,1633,50.4,335.9,799.0,690,894,1377.7,1319.4,747.7,423.4,66.3,1322.0,856,720,64
8_SM_000427,F,1575,66.9,324.1,923.0,863,1010,1335.3,1287.5,703.4,424.0,66.7,1290.0,820,685,63
8_SM_000428,F,1612,52.6,345.6,786.0,654,894,1382.4,1316.1,742.9,433.5,62.1,1303.0,860,730,58
8_SM_000429,F,1585,58.1,338.7,902.0,788,919,1360.2,1305.0,739.5,423.9,69.6,1276.0,842,727,65
8_SM_000430,F,1576,64.7,342.6,950.0,846,1031,1338.6,1277.0,730.8,425.3,66.8,1274.0,861,724,64
8_SM_000431,F,1562,61.3,352.1,904.0,822,990,1339.2,1261.8,703.6,393.6,64.4,1227.0,813,680,58
8_SM_000432,F,1613,64.8,361.5,898.0,759,897,1380.8,1314.3,734.8,414.4,66.5,1291.0,842,721,64
8_SM_000433,F,1631,63.1,342.1,885.0,815,995,1389.7,1326.4,751.8,439.5,63.8,1304.0,870,735,62
8_SM_000434,F,1696,57.2,359.7,806.0,748,950,1455.8,1392.9,801.1,451.8,76.7,1380.0,913,796,77
8_SM_000435,F,1544,63.4,323.0,1011.0,859,948,1320.2,1264.4,726.0,403.4,64.1,1245.0,800,686,62
8_SM_000436,F,1595,55.3,362.9,820.0,717,954,1368.6,1287.0,726.0,397.3,64.5,1270.0,831,706,60
8_SM_000437,F,1516,47.6,304.6,837.0,717,878,1289.6,1232.6,689.6,401.8,65.1,1236.0,787,672,62
8_SM_000438,F,1594,49.0,320.1,860.0,675,871,1357.9,1303.6,718.7,412.2,62.2,1308.0,852,709,61
8_SM_000439,F,1630,53.1,324.9,822.0,728,928,1400.5,1331.3,744.1,419.0,65.9,1332.0,861,741,63
8_SM_000440,F,1602,98.6,385.6,1170.0,1067,1141,1367.8,1322.9,706.6,418.8,66.7,1318.0,801,704,67
8_SM_000441,F,1633,70.6,354.9,1039.0,917,944,1403.2,1335.2,755.3,453.0,70.7,1344.0,893,754,69
8_SM_000442,F,1714,60.6,364.3,890.0,775,960,1468.4,1399.7,787.1,441.7,63.5,1395.0,911,778,62
8_SM_000443,F,1674,59.1,326.1,814.0,720,968,1432.5,1351.4,753.9,426.4,70.8,1365.0,871,739,70
8_SM_000444,F,1706,61.3,343.5,879.0,733,987,1480.7,1397.4,809.9,455.0,66.8,1384.0,925,791,63
8_SM_000445,F,1571,55.8,322.3,862.0,725,949,1346.2,1274.6,690.9,394.5,69.5,1265.0,798,675,67
8_SM_000446,F,1570,70.5,340.3,981.0,810,1005,1336.5,1292.4,718.7,386.6,62.9,1281.0,843,705,62
