subject_id,gender,height_mm,weight_kg,shoulder_mm,chest_mm,waist_mm,hip_mm,jaw_height_mm,front_neck_height_mm,crotch_height_mm,knee_height_mm,ankle_height_mm,torso_shoulder_height_mm,pelvis_point_height_mm,leg_crotch_height_mm,leg_ankle_height_mm
8_SM_002007,F,1555,52.5,355.4,828.0,718,885,1317.8,1253.7,673.0,409.2,65.2,1227.0,799,663,63
8_SM_002008,F,1585,57.7,372.0,900.0,856,929,1349.1,1287.3,712.3,407.1,64.6,1286.0,832,707,62
8_SM_002009,F,1631,66.0,368.2,974.0,875,963,1395.9,1324.0,737.2,419.4,69.85,1330.0,862,730,68
8_SM_002010,F,1540,44.5,358.0,747.0,627,879,1317.9,1247.2,720.5,413.2,63.7,1245.0,823,709,63
8_SM_002011,F,1613,52.6,364.7,837.0,707,924,1379.4,1292.4,722.7,419.2,62.6,1282.0,837,708,63
8_SM_002012,F,1657,50.2,363.8,861.0,682,872,1415.2,1346.3,768.0,441.3,64.5,1329.0,891,748,62
8_SM_002013,F,1584,49.4,353.6,814.0,705,883,1336.1,1267.9,728.0,414.8,60.1,1260.0,841,714,59
8_SM_002014,F,1570,64.5,374.7,953.0,919,998,1341.9,1268.6,745.8,435.9,68.0,1267.0,869,737,67
8_SM_002015,F,1638,62.5,364.9,914.0,791,956,1401.7,1337.4,730.6,424.4,67.2,1335.0,843,723,68
8_SM_002016,F,1595,57.9,360.5,883.0,802,954,1358.7,1285.0,735.1,441.2,72.0,1296.0,856,735,74
8_SM_002017,F,1650,63.8,367.1,865.0,757,985,1399.8,1341.1,754.1,450.9,67.3,1344.0,882,748,68
8_SM_002018,F,1668,57.3,346.0,821.0,758,955,1431.6,1353.1,727.6,421.8,68.0,1350.0,842,716,67
8_SM_002019,F,1542,74.9,358.0,1055.0,1002,1070,1307.2,1259.1,696.0,405.8,61.5,1234.0,817,687,63
8_SM_002020,F,1600,48.5,352.6,798.0,720,873,1371.0,1295.4,735.6,433.8,62.3,1294.0,871,738,60
8_SM_002021,F,1659,47.6,360.2,784.0,645,859,1432.9,1338.2,773.8,420.2,61.5,1337.0,884,770,59
8_SM_002022,F,1572,65.9,371.5,996.0,866,1011,1338.3,1265.4,686.2,411.3,58.1,1259.0,824,682,55
8_SM_002023,F,1738,60.0,363.1,853.0,752,948,1509.2,1422.8,815.2,455.4,74.2,1426.0,946,807,70
8_SM_002024,F,1575,52.0,359.4,883.0,766,883,1350.6,1270.1,728.5,419.1,60.7,1268.0,855,722,57
8_SM_002025,F,1604,60.2,375.3,913.0,796,970,1364.2,1295.4,729.5,434.7,55.8,1295.0,863,727,55
8_SM_002026,F,1614,54.4,355.7,852.0,753,930,1393.1,1327.2,773.2,440.8,61.8,1317.0,890,762,60
8_SM_002027,F,1567,56.9,338.5,915.0,762,947,1332.3,1254.0,677.6,404.8,61.9,1268.0,796,667,60
8_SM_002028,F,1617,77.4,380.0,1069.0,940,1066,1362.4,1310.1,715.0,426.7,63.4,1304.0,861,717,64
8_SM_002029,F,1635,55.8,382.7,848.0,691,940,1403.1,1338.8,729.5,423.5,64.6,1309.0,871,724,61
8_SM_002030,F,1678,59.9,382.8,885.0,760,933,1447.6,1381.3,800.3,468.9,64.8,1374.0,912,787,62
8_SM_002031,F,1570,58.7,355.7,888.0,794,950,1336.0,1264.8,714.2,409.5,62.5,1239.0,850,703,60
8_SM_002032,F,1564,49.9,354.2,836.0,737,871,1333.2,1265.1,725.7,410.9,63.6,1267.0,836,708,60
8_SM_002033,F,1603,53.9,351.0,875.0,795,873,1372.5,1300.6,741.6,430.2,62.1,1297.0,857,730,61
8_SM_002034,F,1562,52.0,345.5,866.0,756,890,1329.4,1258.2,693.2,409.1,73.0,1265.0,835,689,65
8_SM_002035,F,1534,52.4,356.7,860.0,789,925,1303.2,1248.4,679.4,407.2,64.9,1243.0,807,671,61
8_SM_002036,F,1605,66.6,353.1,983.0,908,954,1370.6,1313.7,744.3,438.5,71.9,1315.0,880,746,70
8_SM_002037,F,1617,59.4,356.0,843.0,744,993,1380.0,1304.3,730.8,426.2,68.6,1303.0,873,726,67
8_SM_002038,F,1569,63.5,362.5,925.0,870,967,1321.0,1255.8,685.0,399.1,62.0,1261.0,795,675,60
8_SM_002039,F,1506,58.2,359.7,904.0,823,934,1275.9,1219.8,663.9,404.8,73.6,1194.0,802,673,69
8_SM_002040,F,1560,65.0,366.9,1010.0,927,927,1328.7,1265.5,698.5,399.9,70.5,1261.0,812,695,66
8_SM_002041,F,1602,57.9,378.7,867.0,810,970,1363.6,1296.6,730.7,434.8,76.7,1286.0,869,720,70
8_SM_002042,F,1575,50.0,332.8,790.0,685,914,1341.7,1275.1,733.0,421.0,65.2,1278.0,848,718,62
8_SM_002043,F,1512,66.5,364.5,1036.0,935,954,1281.2,1235.5,663.6,403.2,54.2,1237.0,809,665,55
8_SM_002044,F,1452,52.5,340.1,983.0,844,894,1220.1,1162.3,639.8,382.1,59.2,1158.0,766,633,58
8_SM_002045,F,1575,74.6,378.3,1041.0,1010,1036,1327.9,1281.1,708.5,406.9,59.2,1287.0,827,709,59
8_SM_002046,F,1520,59.2,365.4,958.0,826,957,1290.1,1227.6,647.6,394.4,58.0,1220.0,777,645,54
8_SM_002047,F,1701,81.9,415.5,1075.0,996,1027,1447.4,1375.8,748.5,447.3,72.8,1359.0,909,755,73
8_SM_002048,F,1603,49.4,351.7,794.0,665,870,1370.1,1289.8,729.0,429.5,61.1,1300.0,839,722,61
8_SM_002049,F,1623,91.3,382.9,1162.0,1039,1115,1382.2,1333.8,715.2,425.6,71.4,1319.0,854,705,67
8_SM_002050,F,1550,48.9,364.1,870.0,775,864,1327.3,1250.5,704.8,413.7,63.7,1259.0,820,691,65
8_SM_002051,F,1535,58.3,364.9,900.0,842,970,1305.3,1252.3,687.7,399.7,59.2,1239.0,802,677,58
8_SM_002052,F,1640,67.0,381.0,954.0,863,981,1401.0,1328.5,732.8,440.1,78.58,1324.0,863,731,75
8_SM_002053,F,1623,50.8,359.4,803.0,654,904,1393.0,1310.4,776.6,431.7,69.3,1316.0,890,757,69
8_SM_002054,F,1560,60.5,356.3,905.0,751,984,1323.3,1259.0,698.3,413.6,71.8,1252.0,824,688,65
8_SM_002055,F,1572,57.3,370.0,914.0,784,908,1338.5,1272.1,714.5,415.7,58.6,1262.0,837,715,59
8_SM_002056,F,1642,54.9,356.1,850.0,754,925,1397.3,1314.1,765.9,439.6,70.4,1328.0,878,743,65
8_SM_002057,F,1568,47.9,350.9,755.0,680,909,1341.9,1271.5,714.7,417.0,65.8,1269.0,842,703,61
8_SM_002058,F,1457,52.0,337.4,915.0,805,940,1217.3,1153.3,619.5,356.2,52.9,1135.0,735,607,50
8_SM_002059,F,1544,55.0,340.0,901.0,814,915,1311.8,1258.8,708.0,414.2,54.9,1244.0,841,696,59
8_SM_002060,F,1588,59.1,370.5,929.0,805,920,1358.9,1300.7,732.8,437.1,75.5,1294.0,873,718,72
8_SM_002061,F,1610,72.9,377.7,994.0,885,987,1377.2,1302.7,731.7,418.9,71.5,1302.0,848,725,65
8_SM_002062,F,1567,51.6,353.5,871.0,764,906,1343.5,1273.4,729.3,426.5,63.9,1261.0,853,713,63
8_SM_002063,F,1584,58.4,366.9,886.0,810,957,1356.0,1278.0,704.7,423.2,61.8,1280.0,843,707,60
8_SM_002064,F,1675,57.9,363.0,829.0,735,950,1440.2,1360.5,765.0,458.0,63.9,1350.0,884,754,61
8_SM_002065,F,1560,51.2,350.1,877.0,697,895,1344.2,1277.5,730.9,420.3,61.9,1282.0,844,723,52
8_SM_002066,F,1617,54.6,345.9,826.0,688,932,1376.0,1315.2,744.4,438.5,65.6,1302.0,867,738,65
8_SM_002067,F,1558,68.5,374.2,1004.0,846,1013,1330.0,1284.8,707.4,428.0,61.9,1277.0,839,701,60
8_SM_002068,F,1525,61.0,345.9,944.0,885,953,1304.1,1251.6,678.5,408.5,66.4,1227.0,826,680,64
8_SM_002069,F,1544,56.6,348.9,900.0,733,954,1316.5,1253.0,721.9,430.4,57.8,1225.0,818,702,54
8_SM_002070,F,1655,60.5,355.6,876.0,810,930,1424.0,1333.3,762.0,439.9,65.1,1340.0,890,749,57
8_SM_002071,F,1474,48.3,318.7,872.0,797,890,1256.9,1186.5,661.7,383.9,71.0,1205.0,788,654,62
8_SM_002072,F,1570,62.8,348.8,950.0,845,983,1335.9,1262.0,730.1,420.4,60.8,1289.0,839,711,61
8_SM_002073,F,1540,57.1,349.9,898.0,783,930,1311.4,1256.2,697.6,417.4,62.0,1248.0,816,683,62
8_SM_002074,F,1581,56.0,355.6,885.0,819,930,1332.4,1269.8,705.2,414.2,64.2,1254.0,839,698,63
8_SM_002075,F,1635,70.4,379.7,942.0,898,1021,1381.9,1322.9,726.3,436.7,63.8,1305.0,853,718,61
8_SM_002076,F,1613,52.8,338.3,851.0,740,908,1387.0,1316.5,754.2,444.7,68.5,1319.0,862,743,68
8_SM_002077,F,1565,81.9,345.0,1050.0,1073,1076,1331.7,1276.9,709.1,424.0,68.7,1295.0,839,704,70
8_SM_002078,F,1596,48.7,356.2,766.0,705,881,1375.1,1291.3,734.0,420.1,70.3,1273.0,844,718,69
8_SM_002079,F,1615,53.1,362.4,835.0,735,930,1381.6,1306.8,760.6,445.0,64.1,1313.0,892,752,63
8_SM_002080,F,1665,59.0,351.5,863.0,770,940,1410.2,1345.1,763.7,437.5,70.7,1348.0,887,761,70
8_SM_002081,F,1700,55.0,363.5,791.0,669,906,1452.7,1381.6,788.9,458.5,66.7,1369.0,927,779,69
8_SM_002082,F,1608,55.2,334.5,831.0,701,928,1384.5,1318.0,754.1,431.8,61.0,1312.0,867,748,59
8_SM_002083,F,1594,59.7,370.8,888.0,820,940,1359.7,1294.2,742.5,440.8,76.4,1285.0,867,732,75
8_SM_002084,F,1540,57.0,342.0,922.0,827,912,1327.4,1301.7,704.6,415.0,66.3,1257.0,831,694,65
8_SM_002085,F,1460,52.2,347.0,865.0,794,953,1219.5,1158.3,642.6,371.3,54.8,1164.0,764,632,55
8_SM_002086,F,1527,51.6,346.3,880.0,742,908,1283.4,1240.3,689.0,400.9,58.2,1223.0,803,665,65
8_SM_002087,F,1523,44.7,349.3,760.0,623,866,1276.5,1230.6,676.9,397.9,66.7,1216.0,795,676,58
8_SM_002088,F,1634,67.6,357.0,906.0,831,1024,1407.6,1329.7,726.0,439.8,65.72,1321.0,866,719,65
8_SM_002089,F,1630,56.3,373.5,887.0,736,922,1388.7,1324.5,738.2,448.0,59.8,1322.0,840,729,62
8_SM_002090,F,1523,71.8,348.8,1094.0,987,972,1300.9,1239.9,639.5,394.8,59.7,1235.0,774,646,61
8_SM_002091,F,1583,67.8,354.0,1024.0,903,970,1347.1,1281.2,699.0,410.2,62.6,1286.0,844,703,63
8_SM_002092,F,1647,70.9,376.7,983.0,869,995,1383.2,1343.2,757.4,448.9,63.7,1343.0,882,751,65
8_SM_002093,F,1580,71.5,374.0,955.0,910,1062,1342.7,1277.8,699.3,416.7,67.2,1284.0,850,703,66
8_SM_002094,F,1543,52.0,346.3,855.0,773,895,1322.0,1245.9,676.9,406.4,70.5,1252.0,807,663,70
8_SM_002095,F,1578,53.7,365.4,836.0,757,900,1347.0,1281.6,729.6,436.4,73.4,1270.0,844,714,72
8_SM_002096,F,1593,45.1,342.3,758.0,618,848,1368.5,1283.9,721.6,409.0,64.3,1277.0,824,715,66
8_SM_002097,F,1585,57.4,372.0,890.0,816,927,1362.4,1297.0,710.8,431.9,68.0,1283.0,971,716,70
8_SM_002098,F,1656,56.7,364.2,798.0,719,977,1408.5,1330.1,743.8,426.9,63.7,1322.0,863,726,63
8_SM_002099,F,1593,55.6,365.8,857.0,735,932,1359.7,1288.2,735.4,428.4,68.2,1287.0,856,721,66
8_SM_002100,F,1678,63.2,384.6,889.0,794,972,1442.7,1364.2,746.8,443.2,64.6,1359.0,891,734,63
8_SM_002101,F,1612,60.4,358.7,933.0,823,959,1387.6,1314.8,725.0,436.0,69.7,1313.0,858,715,69
8_SM_002102,F,1548,50.2,362.8,757.0,670,929,1325.0,1250.3,699.2,414.9,67.2,1236.0,826,689,66
8_SM_002103,F,1630,60.8,337.7,901.0,773,981,1393.3,1325.3,737.7,433.6,70.7,1339.0,874,728,69
8_SM_002104,F,1520,67.1,347.3,995.0,1007,934,1286.8,1236.8,680.9,401.3,62.6,1238.0,783,678,64
8_SM_002105,F,1573,51.8,351.3,843.0,705,890,1341.4,1283.6,745.4,438.4,64.6,1274.0,875,738,67
8_SM_002106,F,1552,53.4,341.5,825.0,740,954,1319.9,1234.9,694.7,412.4,61.9,1248.0,806,683,62
8_SM_002107,F,1535,53.3,341.1,849.0,738,925,1285.6,1233.5,688.7,407.8,70.1,1232.0,810,680,67
8_SM_002108,F,1575,53.1,348.2,863.0,766,903,1351.3,1280.9,701.1,416.5,63.4,1264.0,841,693,65
8_SM_002109,F,1613,76.3,377.0,952.0,906,1057,1382.8,1325.8,719.7,423.3,67.0,1323.0,845,720,67
8_SM_002110,F,1560,68.5,363.0,974.0,886,1002,1325.1,1253.0,687.2,408.8,65.1,1255.0,814,686,61
8_SM_002111,F,1511,54.4,341.4,920.0,857,975,1280.9,1226.8,687.3,405.7,59.3,1213.0,820,687,62
8_SM_002112,F,1631,55.8,365.7,820.0,720,941,1383.7,1329.4,716.3,431.6,62.7,1326.0,864,720,61
8_SM_002113,F,1512,54.6,348.8,925.0,855,930,1281.5,1224.9,660.1,405.6,61.0,1208.0,805,664,60
8_SM_002114,F,1548,53.9,360.9,886.0,782,913,1309.5,1250.9,718.3,423.7,62.7,1242.0,847,717,67
8_SM_002115,F,1616,61.1,360.1,888.0,795,951,1363.3,1312.9,741.9,431.2,76.0,1318.0,875,738,75
8_SM_002116,F,1595,60.1,364.0,922.0,843,954,1360.9,1297.9,755.6,448.2,59.5,1303.0,897,755,59
8_SM_002117,F,1616,90.3,393.5,1195.0,1140,1143,1376.5,1317.2,724.4,425.9,59.0,1317.0,842,718,62
8_SM_002118,F,1547,60.0,340.4,907.0,821,983,1338.9,1267.0,724.3,422.0,67.8,1270.0,835,721,64
8_SM_002119,F,1535,55.8,353.3,880.0,790,935,1311.5,1247.1,687.0,399.9,67.2,1228.0,812,681,66
8_SM_002120,F,1527,58.9,352.6,922.0,839,941,1302.7,1243.2,701.7,418.3,68.6,1236.0,808,693,70
8_SM_002121,F,1610,50.3,359.8,828.0,778,862,1361.7,1297.1,747.7,435.3,69.5,1288.0,876,729,71
8_SM_002122,F,1542,56.3,364.0,925.0,850,907,1306.0,1260.0,706.1,410.8,58.9,1246.0,840,710,63
8_SM_002123,F,1639,53.1,364.8,820.0,708,916,1401.5,1331.0,771.5,466.4,68.4,1309.0,909,766,70
8_SM_002124,F,1631,50.2,350.3,779.0,695,888,1400.2,1328.6,775.1,450.2,63.0,1338.0,899,764,63
8_SM_002125,F,1617,71.1,341.6,1027.0,928,1013,1393.4,1319.5,739.0,456.9,73.6,1330.0,882,734,72
8_SM_002126,F,1644,50.9,366.3,784.0,705,914,1408.1,1324.6,753.1,443.3,68.8,1304.0,854,740,65
8_SM_002127,F,1680,62.0,370.5,882.0,801,934,1449.2,1370.1,774.0,452.0,66.4,1352.0,925,763,60
8_SM_002128,F,1542,61.8,369.3,943.0,863,961,1306.2,1235.7,685.0,392.9,57.5,1227.0,826,677,55
8_SM_002129,F,1516,47.8,359.2,850.0,764,845,1283.3,1227.3,674.6,411.7,62.4,1219.0,821,675,62
8_SM_002130,F,1525,62.7,347.1,988.0,888,920,1285.9,1229.4,701.6,433.3,55.6,1223.0,825,693,52
8_SM_002131,F,1556,56.7,364.9,877.0,800,900,1324.5,1274.0,725.3,425.0,69.7,1283.0,834,718,61
8_SM_002132,F,1641,60.8,358.7,909.0,803,934,1409.7,1351.6,759.3,448.4,75.6,1330.0,902,751,70
8_SM_002133,F,1631,67.2,360.0,910.0,815,1035,1402.6,1316.1,740.8,449.8,61.2,1314.0,872,735,57
8_SM_002134,F,1632,63.4,350.2,885.0,778,970,1395.9,1332.6,757.6,465.4,67.3,1314.0,904,754,66
8_SM_002135,F,1608,41.4,348.8,742.0,632,813,1385.1,1312.3,755.2,432.8,66.0,1304.0,874,747,65
8_SM_002136,F,1691,48.6,361.3,760.0,624,873,1463.6,1377.7,792.9,460.2,66.0,1351.0,907,780,65
8_SM_002137,F,1650,61.2,392.4,881.0,790,959,1409.9,1329.1,745.9,444.9,64.9,1324.0,889,745,60
8_SM_002138,F,1565,55.2,334.3,884.0,816,888,1328.9,1272.2,716.9,429.0,69.6,1274.0,836,712,65
8_SM_002139,F,1582,56.0,354.1,835.0,743,972,1358.4,1290.2,749.5,434.6,67.9,1262.0,859,742,62
8_SM_002140,F,1548,62.2,363.4,980.0,848,898,1317.9,1264.0,697.4,426.3,66.4,1274.0,827,691,57
8_SM_002141,F,1564,69.5,359.8,1025.0,953,980,1332.4,1276.6,678.1,415.9,65.6,1278.0,800,663,61
8_SM_002142,F,1606,70.3,386.2,970.0,894,998,1373.6,1323.7,715.9,432.8,67.5,1308.0,857,704,61
8_SM_002143,F,1633,73.3,380.7,1106.0,1028,950,1386.6,1319.8,728.5,446.9,52.2,1323.0,888,740,55
8_SM_002144,F,1547,57.3,351.5,903.0,818,937,1318.7,1248.5,706.6,415.9,65.7,1238.0,840,702,61
8_SM_002145,F,1543,71.3,367.2,1027.0,956,1014,1314.2,1257.1,665.3,405.1,59.6,1263.0,827,664,56
8_SM_002146,F,1683,76.2,388.0,941.0,878,1016,1445.8,1374.4,764.4,457.0,68.7,1383.0,900,749,65
8_SM_002147,F,1600,61.4,373.1,875.0,740,1030,1360.5,1306.0,711.4,431.7,65.3,1284.0,848,707,61
8_SM_002148,F,1587,47.6,347.3,762.0,729,853,1349.5,1278.2,737.9,430.9,55.4,1273.0,871,733,55
8_SM_002149,F,1570,43.2,346.5,741.0,639,835,1337.2,1259.9,709.6,415.7,64.5,1248.0,814,712,60
8_SM_002150,F,1610,76.2,391.3,1040.0,928,1023,1364.8,1301.5,729.9,441.4,75.3,1296.0,860,726,70
8_SM_002151,F,1600,58.7,337.5,854.0,774,954,1358.5,1303.8,726.7,416.5,70.6,1298.0,852,720,66
8_SM_002152,F,1536,56.2,348.9,934.0,814,901,1316.5,1256.9,705.1,418.5,65.4,1234.0,820,701,60
8_SM_002153,F,1538,60.3,362.9,960.0,907,912,1307.8,1252.2,688.0,423.7,66.0,1235.0,826,680,63
8_SM_002154,F,1620,64.7,352.2,940.0,833,952,1385.9,1330.8,736.7,441.8,66.2,1316.0,866,732,65
8_SM_002155,F,1595,64.1,341.9,922.0,823,1011,1367.7,1301.0,729.0,417.6,66.5,1285.0,869,721,61
8_SM_002156,F,1400,42.3,317.5,807.0,712,820,1176.9,1128.2,628.1,371.4,61.6,1119.0,730,615,57
8_SM_002157,F,1517,51.2,351.6,836.0,765,938,1282.9,1220.1,671.8,406.3,62.8,1196.0,802,662,56
8_SM_002158,F,1524,48.9,348.1,793.0,708,900,1282.7,1206.9,654.1,383.3,56.4,1187.0,774,643,60
8_SM_002159,F,1535,46.4,339.9,808.0,742,859,1315.4,1247.2,701.3,399.6,61.2,1250.0,824,694,60
8_SM_002160,F,1565,51.9,337.8,821.0,754,891,1338.0,1272.9,731.5,429.1,59.9,1262.0,855,716,55
8_SM_002161,F,1585,67.0,365.6,952.0,924,989,1351.4,1282.6,737.9,424.8,72.7,1268.0,867,731,70
8_SM_002162,F,1522,53.8,344.8,872.0,815,917,1288.1,1230.7,690.6,427.3,65.1,1211.0,816,684,65
8_SM_002163,F,1645,56.7,353.2,871.0,789,888,1393.4,1340.2,768.5,458.8,72.8,1315.0,909,757,70
8_SM_002164,F,1700,57.3,349.5,894.0,769,903,1466.1,1390.2,807.2,475.3,68.1,1362.0,936,796,65
8_SM_002165,F,1568,68.0,360.0,999.0,915,976,1347.7,1287.0,742.1,446.9,76.5,1289.0,863,726,75
8_SM_002166,F,1513,62.4,350.1,991.0,871,926,1291.1,1239.2,667.5,408.2,60.02,1233.0,802,663,59
8_SM_002167,F,1540,58.9,356.8,998.0,915,885,1322.1,1242.2,692.9,418.9,70.1,1238.0,824,691,67
8_SM_002168,F,1520,74.3,351.6,1040.0,1030,1097,1280.6,1206.5,654.0,384.1,56.4,1219.0,802,666,60
8_SM_002169,F,1576,59.8,347.2,949.0,858,925,1361.1,1294.8,705.9,402.8,67.0,1282.0,822,704,65
8_SM_002170,F,1572,60.6,338.5,988.0,839,927,1338.5,1272.0,700.0,425.4,63.5,1259.0,835,695,60
8_SM_002171,F,1573,53.6,344.3,861.0,807,893,1335.7,1270.5,702.3,422.0,63.7,1254.0,844,702,61
8_SM_002172,F,1610,48.6,338.6,834.0,712,890,1371.4,1295.7,732.9,409.4,66.9,1301.0,863,721,68
8_SM_002173,F,1563,53.3,357.5,870.0,791,938,1326.2,1261.5,716.5,417.0,56.8,1257.0,854,705,57
8_SM_002174,F,1517,53.6,353.7,913.0,800,920,1285.3,1225.6,682.5,393.6,67.8,1195.0,800,670,67
8_SM_002175,F,1558,56.0,357.0,953.0,826,902,1320.5,1260.5,722.7,428.5,62.7,1250.0,851,717,63
8_SM_002176,F,1556,55.3,336.4,901.0,824,893,1316.5,1258.7,695.3,413.5,72.9,1255.0,822,682,72
8_SM_002177,F,1520,56.6,328.3,950.0,828,890,1294.2,1233.4,667.3,407.9,62.5,1247.0,806,655,67
8_SM_002178,F,1546,44.6,346.2,765.0,681,852,1314.0,1246.4,711.8,411.4,63.21,1253.0,830,702,63
8_SM_002179,F,1540,55.0,347.7,910.0,856,878,1309.8,1253.2,699.7,432.0,56.4,1242.0,830,699,55
8_SM_002180,F,1585,61.1,370.9,931.0,859,908,1367.0,1300.1,726.5,436.1,56.4,1271.0,868,722,57
8_SM_002181,F,1546,63.3,357.5,995.0,936,950,1308.8,1245.7,699.7,417.5,58.6,1237.0,820,682,60
8_SM_002182,F,1581,54.7,341.8,900.0,824,916,1377.1,1293.0,734.1,445.1,74.7,1280.0,860,719,73
8_SM_002183,F,1502,54.1,340.6,909.0,805,920,1283.7,1214.5,672.4,410.8,64.1,1197.0,782,663,65
8_SM_002184,F,1517,65.0,338.0,1017.0,998,996,1286.2,1239.8,685.7,411.9,62.6,1219.0,824,681,64
8_SM_002185,F,1514,78.6,362.8,1098.0,1040,1047,1277.0,1230.1,662.8,395.6,68.7,1238.0,792,655,68
8_SM_002186,F,1627,53.0,343.2,888.0,774,880,1402.3,1325.0,772.6,453.6,63.7,1306.0,891,761,60
8_SM_002187,F,1548,63.9,334.4,920.0,909,960,1312.7,1248.1,691.2,414.4,62.4,1252.0,818,662,61
8_SM_002188,F,1525,77.9,357.8,1100.0,1084,1115,1290.4,1243.4,674.9,408.0,63.8,1220.0,819,668,61
8_SM_002189,F,1580,59.7,352.2,912.0,805,955,1344.8,1278.7,727.8,440.7,62.4,1267.0,858,716,60
8_SM_002190,F,1535,58.0,352.6,965.0,865,900,1297.8,1249.2,697.2,416.3,63.9,1243.0,817,684,64
8_SM_002191,F,1540,52.5,342.9,938.0,814,885,1304.2,1251.0,711.8,417.0,70.6,1243.0,841,705,69
8_SM_002192,F,1486,54.1,333.1,1003.0,900,861,1241.2,1202.1,626.4,392.4,69.6,1190.0,783,634,70
8_SM_002193,F,1540,52.2,349.9,888.0,806,913,1292.3,1236.8,688.9,423.0,59.9,1233.0,833,694,60
8_SM_002194,F,1520,50.3,320.6,858.0,800,873,1288.2,1215.8,703.1,414.0,55.3,1213.0,840,688,52
8_SM_002195,F,1516,50.8,340.8,837.0,777,889,1283.2,1213.4,704.2,412.1,61.6,1226.0,821,695,62
8_SM_002196,F,1500,54.7,322.7,882.0,846,920,1266.1,1207.6,685.7,406.9,53.6,1224.0,839,679,55
8_SM_002197,F,1576,69.3,365.5,1056.0,988,977,1325.9,1266.7,725.8,444.1,75.7,1262.0,874,721,71
8_SM_002198,F,1570,68.2,359.7,1031.0,920,1023,1322.4,1263.1,713.3,411.2,65.2,1256.0,843,701,63
8_SM_002199,F,1421,52.3,326.0,891.0,811,906,1208.1,1151.6,616.0,361.2,72.7,1137.0,732,608,65
8_SM_002200,F,1550,50.0,340.4,812.0,735,892,1321.4,1253.7,717.6,410.2,68.7,1235.0,833,711,65
8_SM_002201,F,1612,50.2,334.7,784.0,673,870,1363.2,1298.6,716.3,421.0,63.5,1287.0,832,702,62
8_SM_002202,F,1590,66.0,350.0,953.0,861,990,1347.1,1293.4,710.6,415.7,62.3,1292.0,850,700,59
8_SM_002203,F,1620,80.0,374.5,1033.0,941,1070,1368.8,1304.2,740.5,430.5,67.9,1294.0,869,730,62
8_SM_002204,F,1621,52.4,337.3,822.0,714,888,1392.1,1319.7,740.7,431.3,62.6,1327.0,852,731,60
8_SM_002205,F,1530,58.1,342.8,940.0,846,921,1289.9,1232.6,688.3,421.8,64.6,1215.0,819,672,60
8_SM_002206,F,1483,64.1,363.2,1001.0,950,979,1253.1,1201.1,667.3,392.7,63.5,1196.0,776,661,62
8_SM_002207,F,1550,65.1,361.1,997.0,924,942,1310.0,1254.1,674.9,406.5,74.2,1240.0,803,662,70
8_SM_002208,F,1525,55.1,348.6,870.0,792,953,1283.6,1225.0,697.8,400.0,63.9,1203.0,817,684,61
8_SM_002209,F,1575,64.3,356.8,945.0,817,974,1342.9,1265.5,705.4,427.6,63.3,1279.0,825,694,60
8_SM_002210,F,1605,55.9,358.3,859.0,763,930,1368.1,1298.4,731.6,420.7,69.8,1295.0,858,720,67
8_SM_002211,F,1554,53.1,377.0,828.0,759,924,1321.2,1254.9,709.4,421.3,68.1,1249.0,825,693,62
8_SM_002212,F,1591,59.4,359.2,875.0,802,943,1359.7,1306.9,758.5,445.2,71.6,1303.0,867,749,63
8_SM_002213,F,1590,56.1,368.1,870.0,828,902,1360.9,1284.2,736.0,419.6,78.42,1274.0,868,727,70
8_SM_002214,F,1570,52.4,358.9,853.0,744,902,1344.8,1279.1,695.7,416.9,63.8,1249.0,810,692,61
8_SM_002215,F,1594,59.2,351.2,901.0,795,944,1376.3,1302.7,723.3,431.7,68.6,1307.0,864,712,65
8_SM_002216,F,1625,64.4,374.2,948.0,807,985,1379.6,1319.5,736.7,440.3,66.1,1331.0,867,726,62
8_SM_002217,F,1584,53.1,337.6,852.0,767,918,1348.3,1276.8,724.2,428.6,64.4,1274.0,858,728,61
8_SM_002218,F,1645,62.5,365.5,865.0,775,1002,1405.7,1344.3,753.8,446.3,68.7,1337.0,881,746,65
8_SM_002219,F,1556,56.7,352.0,952.0,815,906,1332.9,1278.3,706.7,412.4,63.1,1270.0,822,694,59
8_SM_002220,F,1630,72.8,374.4,994.0,884,1022,1380.3,1335.4,731.6,430.0,74.5,1333.0,863,724,71
8_SM_002221,F,1574,51.8,333.0,873.0,733,905,1332.5,1276.4,729.4,414.0,55.3,1251.0,844,715,54
8_SM_002222,F,1611,54.7,345.5,815.0,740,925,1385.2,1305.9,760.9,438.6,61.1,1319.0,892,749,56
8_SM_002223,F,1615,49.3,354.4,775.0,682,930,1381.2,1309.9,745.6,434.5,67.7,1318.0,869,735,70
8_SM_002224,F,1628,71.7,338.0,909.0,871,1043,1384.4,1306.4,718.2,428.5,71.2,1311.0,860,715,66
8_SM_002225,F,1580,51.7,348.0,890.0,762,882,1332.0,1271.5,733.5,431.6,60.8,1270.0,850,718,55
8_SM_002226,F,1561,52.1,344.6,810.0,701,930,1326.1,1263.3,688.3,417.3,57.0,1246.0,824,683,55
8_SM_002227,F,1607,108.9,377.2,1233.0,1110,1139,1368.3,1307.9,696.6,433.1,68.0,1286.0,824,685,63
8_SM_002228,F,1600,70.9,387.9,986.0,897,990,1351.2,1298.9,726.5,433.5,69.9,1302.0,857,713,67
